         3339922 function calls (3289371 primitive calls) in 34.692 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dtypes.py:72(PandasExtensionDtype)
       44    0.000    0.000    0.000    0.000 dtypes.py:727(unit)
       51    0.000    0.000    0.000    0.000 dtypes.py:734(tz)
       21    0.000    0.000    0.000    0.000 dtypes.py:754(construct_from_string)
       10    0.000    0.000    0.000    0.000 dtypes.py:790(__str__)
       10    0.000    0.000    0.000    0.000 dtypes.py:793(name)
       17    0.000    0.000    0.000    0.000 dtypes.py:803(__eq__)
        1    0.000    0.000    0.000    0.000 dtypes.py:823(PeriodDtype)
       21    0.000    0.000    0.000    0.000 dtypes.py:913(construct_from_string)
        8    0.000    0.000    0.000    0.000 dtypes.py:977(is_dtype)
        1    0.000    0.000    0.000    0.000 easter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:5(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        2    0.000    0.000    0.002    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:129(TomlEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:236(TomlPreserveInlineDictEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:242(TomlArraySeparatorEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:270(TomlNumpyEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:286(TomlPreserveCommentEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:294(TomlPathlibEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.002    0.002 endpoint.py:15(<module>)
        1    0.000    0.000    0.000    0.000 endpoint.py:380(EndpointCreator)
        1    0.000    0.000    0.000    0.000 endpoint.py:77(Endpoint)
        1    0.000    0.000    0.001    0.001 endpoint_provider.py:14(<module>)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:415(BaseRule)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:439(RuleSetEndpoint)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:447(EndpointRule)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:512(ErrorRule)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:530(TreeRule)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:55(RuleSetStandardLibrary)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:556(RuleCreator)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:580(ParameterType)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:587(ParameterDefinition)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:655(RuleSet)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:705(EndpointProvider)
        1    0.000    0.000    0.002    0.002 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:108(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:125(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:47(AbstractEngine)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
       25    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
      765    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       54    0.000    0.000    0.001    0.000 enum.py:164(__prepare__)
       54    0.006    0.000    0.011    0.000 enum.py:179(__new__)
       54    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
      948    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       54    0.001    0.000    0.001    0.000 enum.py:221(<setcomp>)
      125    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:259(<genexpr>)
      948    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
     2992    0.002    0.000    0.007    0.000 enum.py:358(__call__)
       54    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        9    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
      125    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
      948    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
       20    0.000    0.000    0.000    0.000 enum.py:443(__members__)
     1071    0.001    0.000    0.001    0.000 enum.py:462(__setattr__)
       19    0.000    0.000    0.005    0.000 enum.py:475(_create_)
       13    0.000    0.000    0.005    0.000 enum.py:528(_convert_)
       13    0.000    0.000    0.001    0.000 enum.py:545(<listcomp>)
      163    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
       54    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 enum.py:57(_make_class_unpicklable)
      127    0.000    0.000    0.001    0.000 enum.py:571(_get_mixins_)
      127    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
       54    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
     2973    0.001    0.000    0.001    0.000 enum.py:670(__new__)
        2    0.000    0.000    0.000    0.000 enum.py:715(_generate_next_value_)
        4    0.000    0.000    0.000    0.000 enum.py:774(__hash__)
       32    0.000    0.000    0.000    0.000 enum.py:787(name)
     4292    0.001    0.000    0.001    0.000 enum.py:792(value)
       54    0.000    0.000    0.000    0.000 enum.py:81(__init__)
      948    0.002    0.000    0.004    0.000 enum.py:88(__setitem__)
        8    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        8    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
       35    0.000    0.000    0.000    0.000 enum.py:971(__or__)
      215    0.000    0.000    0.001    0.000 enum.py:977(__and__)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errorfactory.py:13(<module>)
        1    0.000    0.000    0.000    0.000 errorfactory.py:17(BaseClientExceptions)
        1    0.000    0.000    0.000    0.000 errorfactory.py:57(ClientExceptionsFactory)
        1    0.000    0.000    0.000    0.000 errorfactory.py:58(__init__)
        2    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:104(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:108(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:112(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:116(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:12(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:121(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:126(UnknownFileError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:18(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:25(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:32(RemovedCommandError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:34(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:40(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:42(PackageDiscoveryError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:66(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:88(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:95(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:99(DistutilsByteCompileError)
        1    0.000    0.000    0.003    0.003 eval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eventstream.py:13(<module>)
        1    0.000    0.000    0.000    0.000 eventstream.py:26(ParserError)
        1    0.000    0.000    0.000    0.000 eventstream.py:303(MessagePrelude)
        1    0.000    0.000    0.000    0.000 eventstream.py:32(DuplicateHeader)
        1    0.000    0.000    0.000    0.000 eventstream.py:345(EventStreamMessage)
        1    0.000    0.000    0.000    0.000 eventstream.py:365(EventStreamHeaderParser)
        1    0.000    0.000    0.000    0.000 eventstream.py:40(InvalidHeadersLength)
        1    0.000    0.000    0.000    0.000 eventstream.py:449(EventStreamBuffer)
        1    0.000    0.000    0.000    0.000 eventstream.py:51(InvalidPayloadLength)
        1    0.000    0.000    0.000    0.000 eventstream.py:550(EventStream)
        1    0.000    0.000    0.000    0.000 eventstream.py:62(ChecksumMismatch)
        1    0.000    0.000    0.000    0.000 eventstream.py:75(NoInitialResponseError)
        1    0.000    0.000    0.000    0.000 eventstream.py:87(DecodeUtils)
        1    0.000    0.000    0.005    0.005 ewm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:140(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewm.py:885(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 ewm.py:918(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.013    0.013 example.py:13(<module>)
        1    0.000    0.000    0.000    0.000 example.py:17(BaseExampleDocumenter)
        1    0.000    0.000    0.000    0.000 example.py:180(ResponseExampleDocumenter)
        1    0.000    0.000    0.000    0.000 example.py:192(RequestExampleDocumenter)
        3    0.000    0.000    0.002    0.001 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(DynamoDBNeedsConditionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        2    0.000    0.000    0.000    0.000 exceptions.py:11(ExceptionWordUnicode)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:111(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(InvalidIMDSEndpointError)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(EmptyExpressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:116(DynamoDBNeedsKeyConditionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:116(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(InvalidIMDSEndpointModeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(PythonDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(UnknownFunctionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EndpointConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:129(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(ConnectionClosedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:141(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:148(ConnectTimeoutError)
        2    0.000    0.000    0.011    0.006 exceptions.py:15(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(ProxyConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(ResponseStreamingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:157(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:160(NoCredentialsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:162(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:167(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(NoAuthTokenError)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(TokenRetrievalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:185(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:188(PartialCredentialsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(Boto3Error)
        2    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
        1    0.000    0.000    0.000    0.000 exceptions.py:191(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(CredentialRetrievalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:203(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:209(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:212(UnknownSignatureVersionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:215(SNIMissingWarning)
        2    0.000    0.000    0.000    0.000 exceptions.py:220(ParseException)
        1    0.000    0.000    0.000    0.000 exceptions.py:221(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:222(ServiceNotInRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(ResourceLoadException)
        1    0.000    0.000    0.000    0.000 exceptions.py:230(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:233(BaseEndpointResolverError)
        1    0.000    0.000    0.000    0.000 exceptions.py:236(BodyNotHttplibCompatible)
       91    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
        2    0.000    0.000    0.000    0.000 exceptions.py:240(ParseFatalException)
        1    0.000    0.000    0.000    0.000 exceptions.py:243(NoRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(IncompleteRead)
        2    0.000    0.000    0.000    0.000 exceptions.py:247(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 exceptions.py:249(EndpointVariantError)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(RequestError)
        2    0.000    0.000    0.000    0.000 exceptions.py:256(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 exceptions.py:263(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 exceptions.py:264(UnknownEndpointError)
        1    0.000    0.000    0.000    0.000 exceptions.py:278(UnknownFIPSEndpointError)
        1    0.000    0.000    0.000    0.000 exceptions.py:280(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(NoVersionFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:293(ProfileNotFound)
        3    0.000    0.000    0.006    0.002 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:304(ConfigParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:306(ProxySchemeUnsupported)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(BotoCoreError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(IncompleteExpressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:312(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:314(ConfigNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:320(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:324(MissingParametersError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:342(ValidationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:357(ParamValidationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:364(UnknownKeyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:379(RangeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(UnknownAPIVersionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:395(UnknownParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(JMESPathError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:410(InvalidRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:420(AliasConflictParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:435(UnknownServiceStyle)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:445(PaginationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:449(OperationNotPageableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:453(ChecksumError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:463(UnseekableStreamError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LexerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:472(WaiterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:482(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:49(DataNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:490(InvalidExpressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:496(UnknownCredentialError)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:502(WaiterConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:508(UnknownClientMethodError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(ResourceNotExistsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:514(UnsupportedSignatureVersionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:520(ClientError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:557(EventStreamError)
        1    0.000    0.000    0.000    0.000 exceptions.py:561(UnsupportedTLSVersionWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:567(ImminentRemovalWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:571(InvalidDNSNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:583(InvalidS3AddressingStyleError)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(UnknownServiceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:592(UnsupportedS3ArnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:601(UnsupportedS3ControlArnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:607(InvalidHostLabelError)
        1    0.000    0.000    0.000    0.000 exceptions.py:616(UnsupportedOutpostResourceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:626(UnsupportedS3ConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:632(UnsupportedS3AccesspointConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:638(InvalidEndpointDiscoveryConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:647(UnsupportedS3ControlConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(ArityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:653(InvalidRetryConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:662(InvalidMaxRetryAttemptsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:671(InvalidRetryModeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:680(InvalidS3UsEast1RegionalEndpointConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:690(InvalidSTSRegionalEndpointsConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:699(StubResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:705(StubAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:709(UnStubbedResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:713(InvalidConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:717(InfiniteLoopConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(UnknownRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:725(RefreshWithMFAUnsupportedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:729(MD5UnavailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:733(MissingDependencyException)
        1    0.000    0.000    0.000    0.000 exceptions.py:737(MetadataRetrievalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(RetriesExceededError)
        1    0.000    0.000    0.000    0.000 exceptions.py:741(UndefinedModelAttributeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:745(MissingServiceIdError)
        1    0.000    0.000    0.000    0.000 exceptions.py:757(SSOError)
        1    0.000    0.000    0.000    0.000 exceptions.py:764(SSOTokenLoadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:768(UnauthorizedSSOTokenError)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:776(CapacityNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:78(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:780(InvalidProxiesConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:784(InvalidDefaultsMode)
        1    0.000    0.000    0.000    0.000 exceptions.py:791(AwsChunkedWrapperError)
        1    0.000    0.000    0.000    0.000 exceptions.py:795(FlexibleChecksumError)
        1    0.000    0.000    0.000    0.000 exceptions.py:799(InvalidEndpointConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(ParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(S3TransferFailedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:803(EndpointProviderError)
        1    0.000    0.000    0.000    0.000 exceptions.py:809(EndpointResolutionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:815(UnknownEndpointResolutionBuiltInName)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(ApiVersionNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(S3UploadFailedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(DynamoDBOperationNotSupportedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(VariadictArityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(HTTPClientError)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(HostChangedError)
